# index, node_type, node_subtype, name, _pos
327,MOTOR NEURONS,BODYWALL MUSCLES,dBWML6,"array([4.49655023, 1.51575291])"
328,MOTOR NEURONS,BODYWALL MUSCLES,dBWML7,"array([4.54825966, 1.54262205])"
329,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR1,"array([4.43196663, 1.45406699])"
330,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR2,"array([4.426045  , 1.40506046])"
331,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR3,"array([4.37042402, 1.49909214])"
332,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR4,"array([4.43825489, 1.52386966])"
333,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR5,"array([4.42587418, 1.53544917])"
334,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR6,"array([4.49896721, 1.53551864])"
335,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR7,"array([4.51936874, 1.53757361])"
336,MOTOR NEURONS,BODYWALL MUSCLES,vBWML1,"array([4.38510708, 1.46205081])"
337,MOTOR NEURONS,BODYWALL MUSCLES,vBWML2,"array([4.45212522, 1.45897382])"
338,MOTOR NEURONS,BODYWALL MUSCLES,vBWML3,"array([4.4557783 , 1.50535498])"
339,MOTOR NEURONS,BODYWALL MUSCLES,vBWML4,"array([4.41007863, 1.53179634])"
340,MOTOR NEURONS,BODYWALL MUSCLES,vBWML5,"array([4.47140339, 1.5133495 ])"
341,MOTOR NEURONS,BODYWALL MUSCLES,vBWML6,"array([4.48177528, 1.53184615])"
342,MOTOR NEURONS,BODYWALL MUSCLES,vBWML7,"array([4.53692758, 1.49957617])"
343,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR1,"array([4.49449702, 1.44143057])"
344,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR2,"array([4.46225074, 1.43129321])"
345,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR3,"array([4.46650694, 1.48133959])"
346,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR4,"array([4.43714887, 1.50056882])"
347,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR5,"array([4.50302772, 1.46554974])"
348,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR6,"array([4.47768236, 1.49618974])"
349,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR7,"array([4.51854425, 1.48699212])"
350,MOTOR NEURONS,BODYWALL MUSCLES,dBWML8,"array([4.56156694, 1.5317641 ])"
351,MOTOR NEURONS,BODYWALL MUSCLES,dBWML9,"array([4.57252982, 1.56126574])"
352,MOTOR NEURONS,BODYWALL MUSCLES,dBWML10,"array([4.57087515, 1.58418791])"
353,MOTOR NEURONS,BODYWALL MUSCLES,dBWML11,"array([4.55936188, 1.62498038])"
354,MOTOR NEURONS,BODYWALL MUSCLES,dBWML12,"array([4.54508547, 1.64147328])"
355,MOTOR NEURONS,BODYWALL MUSCLES,dBWML13,"array([4.52368099, 1.64586744])"
356,MOTOR NEURONS,BODYWALL MUSCLES,dBWML14,"array([4.51748282, 1.6685208 ])"
357,MOTOR NEURONS,BODYWALL MUSCLES,dBWML15,"array([4.53380483, 1.66196767])"
358,MOTOR NEURONS,BODYWALL MUSCLES,dBWML16,"array([4.50880783, 1.69248007])"
359,MOTOR NEURONS,BODYWALL MUSCLES,dBWML17,"array([4.66499895, 1.80088582])"
360,MOTOR NEURONS,BODYWALL MUSCLES,dBWML18,"array([4.6419074, 1.7972187])"
361,MOTOR NEURONS,BODYWALL MUSCLES,dBWML19,"array([4.60665585, 1.84847577])"
362,MOTOR NEURONS,BODYWALL MUSCLES,dBWML20,"array([4.60745345, 1.87862578])"
363,MOTOR NEURONS,BODYWALL MUSCLES,dBWML21,"array([4.57427828, 1.9322647 ])"
364,MOTOR NEURONS,BODYWALL MUSCLES,dBWML22,"array([4.51402542, 1.98905203])"
365,MOTOR NEURONS,BODYWALL MUSCLES,dBWML23,"array([4.47559907, 1.96972582])"
366,MOTOR NEURONS,BODYWALL MUSCLES,dBWML24,"array([4.51519946, 1.94953115])"
367,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR8,"array([4.57586524, 1.51723389])"
368,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR9,"array([4.60730419, 1.56837246])"
369,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR10,"array([4.5947644 , 1.59504547])"
370,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR11,"array([4.57033568, 1.63837352])"
371,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR12,"array([4.5956379 , 1.65229052])"
372,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR13,"array([4.56621677, 1.66987055])"
373,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR14,"array([4.54895395, 1.67445741])"
374,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR15,"array([4.53062353, 1.68289036])"
375,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR16,"array([4.52760684, 1.70364098])"
376,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR17,"array([4.65885554, 1.77462161])"
377,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR18,"array([4.64897247, 1.82239776])"
378,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR19,"array([4.6216441 , 1.83323204])"
379,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR20,"array([4.62891567, 1.87318028])"
380,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR21,"array([4.59526778, 1.91241162])"
381,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR22,"array([4.60530866, 1.93767814])"
382,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR23,"array([4.54938078, 1.95400813])"
383,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR24,"array([4.46474501, 1.98615297])"
384,MOTOR NEURONS,BODYWALL MUSCLES,vBWML8,"array([4.56245017, 1.50024259])"
385,MOTOR NEURONS,BODYWALL MUSCLES,vBWML9,"array([4.54527068, 1.51907238])"
386,MOTOR NEURONS,BODYWALL MUSCLES,vBWML10,"array([4.59147208, 1.50381584])"
387,MOTOR NEURONS,BODYWALL MUSCLES,vBWML11,"array([4.61220707, 1.5340023 ])"
388,MOTOR NEURONS,BODYWALL MUSCLES,vBWML12,"array([4.61649211, 1.58782844])"
389,MOTOR NEURONS,BODYWALL MUSCLES,vBWML13,"array([4.61590926, 1.60535124])"
390,MOTOR NEURONS,BODYWALL MUSCLES,vBWML14,"array([4.60337721, 1.61943375])"
391,MOTOR NEURONS,BODYWALL MUSCLES,vBWML15,"array([4.60254217, 1.66910026])"
392,MOTOR NEURONS,BODYWALL MUSCLES,vBWML16,"array([4.5880281 , 1.68056717])"
393,MOTOR NEURONS,BODYWALL MUSCLES,vBWML17,"array([4.50714416, 1.80262703])"
394,MOTOR NEURONS,BODYWALL MUSCLES,vBWML18,"array([4.65605717, 1.85374115])"
395,MOTOR NEURONS,BODYWALL MUSCLES,vBWML19,"array([4.57164079, 1.89096412])"
396,MOTOR NEURONS,BODYWALL MUSCLES,vBWML20,"array([4.50019202, 1.83130643])"
397,MOTOR NEURONS,BODYWALL MUSCLES,vBWML21,"array([4.49856543, 1.96801752])"
398,MOTOR NEURONS,BODYWALL MUSCLES,vBWML22,"array([4.45197079, 1.91156661])"
399,MOTOR NEURONS,BODYWALL MUSCLES,vBWML23,"array([4.57136205, 1.96502608])"
400,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR8,"array([4.5459262 , 1.47599073])"
401,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR9,"array([4.57692768, 1.48187107])"
402,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR10,"array([4.61440756, 1.50745959])"
403,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR11,"array([4.62603035, 1.54957344])"
404,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR12,"array([4.63370618, 1.5792778 ])"
405,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR13,"array([4.64394406, 1.59542603])"
406,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR14,"array([4.63246809, 1.61035274])"
407,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR15,"array([4.62000859, 1.62917417])"
408,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR16,"array([4.58143379, 1.65977597])"
409,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR17,"array([4.69907838, 1.81526241])"
410,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR18,"array([4.57642208, 1.87024189])"
411,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR19,"array([4.5539496 , 1.85093418])"
412,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR20,"array([4.49235033, 1.81249644])"
413,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR21,"array([4.4693962 , 1.91803282])"
414,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR22,"array([4.54792445, 1.98101641])"
415,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR23,"array([4.47812236, 1.92952943])"
416,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR24,"array([4.44953077, 2.01738637])"
417,MOTOR NEURONS,OTHER END ORGANS,CEPshDL,"array([4.14140798, 1.56069755])"
418,MOTOR NEURONS,OTHER END ORGANS,CEPshDR,"array([4.14385663, 1.63152344])"
419,MOTOR NEURONS,OTHER END ORGANS,CEPshVL,"array([4.23224931, 1.53078554])"
420,MOTOR NEURONS,OTHER END ORGANS,CEPshVR,"array([4.27437202, 1.7705863 ])"
421,MOTOR NEURONS,OTHER END ORGANS,GLRDL,"array([3.62819842, 2.57849941])"
422,MOTOR NEURONS,OTHER END ORGANS,GLRDR,"array([5.02648914, 0.65746751])"
423,MOTOR NEURONS,OTHER END ORGANS,GLRL,"array([5.1900897 , 0.78230986])"
424,MOTOR NEURONS,OTHER END ORGANS,GLRR,"array([4.84063173, 0.55940876])"
425,MOTOR NEURONS,OTHER END ORGANS,GLRVL,"array([4.48872483, 1.35915905])"
426,MOTOR NEURONS,OTHER END ORGANS,GLRVR,"array([4.49633967, 1.40542302])"
427,MOTOR NEURONS,OTHER END ORGANS,CANL,"array([4.77613085, 1.82679443])"
428,MOTOR NEURONS,OTHER END ORGANS,CANR,"array([4.78794179, 1.74559259])"
429,MOTOR NEURONS,OTHER END ORGANS,exc_cell,"array([4.78725671, 1.78712475])"
430,MOTOR NEURONS,OTHER END ORGANS,exc_gl,"array([4.5418615 , 1.44313011])"
431,MOTOR NEURONS,OTHER END ORGANS,hyp,"array([4.43002054, 1.79241062])"
432,MOTOR NEURONS,OTHER END ORGANS,int,"array([5.58755176, 1.61673901])"
433,MOTOR NEURONS,OTHER END ORGANS,mu_intL,"array([4.32631338, 2.13601298])"
434,MOTOR NEURONS,OTHER END ORGANS,mu_intR,"array([4.24525527, 1.97820247])"
435,MOTOR NEURONS,OTHER END ORGANS,mu_anal,"array([4.24253767, 2.01856154])"
436,MOTOR NEURONS,OTHER END ORGANS,mu_sph,"array([4.23008955, 2.07005047])"
437,SEX-SPECIFIC,HEAD,CEMDL,"array([4.32181489, 1.62307755])"
438,SEX-SPECIFIC,HEAD,CEMDR,"array([4.30748389, 1.67081405])"
439,SEX-SPECIFIC,HEAD,CEMVL,"array([4.31651909, 1.64285454])"
440,SEX-SPECIFIC,HEAD,CEMVR,"array([4.37095906, 1.67898163])"
441,SEX-SPECIFIC,HEAD,MCML,"array([4.39579745, 1.6926369 ])"
442,SEX-SPECIFIC,HEAD,MCMR,"array([4.36866514, 1.69662763])"
443,SEX-SPECIFIC,SENSORY NEURONS,R1AL,"array([4.47135075, 1.88450095])"
444,SEX-SPECIFIC,SENSORY NEURONS,R1AR,"array([4.47737283, 2.01212512])"
445,SEX-SPECIFIC,SENSORY NEURONS,R1BL,"array([4.4019229 , 1.98070056])"
446,SEX-SPECIFIC,SENSORY NEURONS,R1BR,"array([4.45888056, 1.85099723])"
447,SEX-SPECIFIC,SENSORY NEURONS,R2AL,"array([4.42872836, 1.90692039])"
448,SEX-SPECIFIC,SENSORY NEURONS,R2AR,"array([4.45156568, 1.96766196])"
449,SEX-SPECIFIC,SENSORY NEURONS,R2BL,"array([4.38708811, 1.90820292])"
450,SEX-SPECIFIC,SENSORY NEURONS,R2BR,"array([4.37351363, 1.91724117])"
451,SEX-SPECIFIC,SENSORY NEURONS,R3AL,"array([4.45822399, 1.89600543])"
452,SEX-SPECIFIC,SENSORY NEURONS,R3AR,"array([4.48907359, 1.90761848])"
453,SEX-SPECIFIC,SENSORY NEURONS,R3BL,"array([4.40140835, 1.90069688])"
454,SEX-SPECIFIC,SENSORY NEURONS,R3BR,"array([4.39697913, 1.86648969])"
455,SEX-SPECIFIC,SENSORY NEURONS,R4AL,"array([4.43854675, 1.9584972 ])"
456,SEX-SPECIFIC,SENSORY NEURONS,R4AR,"array([4.45337511, 1.93169656])"
457,SEX-SPECIFIC,SENSORY NEURONS,R4BL,"array([4.38610196, 1.94346646])"
458,SEX-SPECIFIC,SENSORY NEURONS,R4BR,"array([4.37619263, 1.9012875 ])"
459,SEX-SPECIFIC,SENSORY NEURONS,R5AL,"array([4.44186287, 1.98849184])"
460,SEX-SPECIFIC,SENSORY NEURONS,R5AR,"array([4.48003176, 1.94758767])"
461,SEX-SPECIFIC,SENSORY NEURONS,R5BL,"array([4.42202922, 1.96654555])"
462,SEX-SPECIFIC,SENSORY NEURONS,R5BR,"array([4.44923871, 1.88048352])"
463,SEX-SPECIFIC,SENSORY NEURONS,R6AL,"array([4.4170653 , 1.98972913])"
464,SEX-SPECIFIC,SENSORY NEURONS,R6AR,"array([4.43727531, 1.92007709])"
465,SEX-SPECIFIC,SENSORY NEURONS,R6BL,"array([4.42140216, 1.94198277])"
466,SEX-SPECIFIC,SENSORY NEURONS,R6BR,"array([4.39000062, 1.81183548])"
467,SEX-SPECIFIC,SENSORY NEURONS,R7AL,"array([4.40885161, 1.94595377])"
468,SEX-SPECIFIC,SENSORY NEURONS,R7AR,"array([4.42057093, 1.92602945])"
469,SEX-SPECIFIC,SENSORY NEURONS,R7BL,"array([4.41543969, 1.91354177])"
470,SEX-SPECIFIC,SENSORY NEURONS,R7BR,"array([4.41960235, 1.89668672])"
471,SEX-SPECIFIC,SENSORY NEURONS,R8AL,"array([4.33483377, 1.89136879])"
472,SEX-SPECIFIC,SENSORY NEURONS,R8AR,"array([4.33526252, 1.8625786 ])"
473,SEX-SPECIFIC,SENSORY NEURONS,R8BL,"array([4.35931228, 1.91391762])"
474,SEX-SPECIFIC,SENSORY NEURONS,R8BR,"array([4.36796156, 1.93095952])"
475,SEX-SPECIFIC,SENSORY NEURONS,R9AL,"array([4.35971777, 1.86498927])"
476,SEX-SPECIFIC,SENSORY NEURONS,R9AR,"array([4.37246819, 1.88862655])"
477,SEX-SPECIFIC,SENSORY NEURONS,R9BL,"array([4.39518247, 1.82918983])"
478,SEX-SPECIFIC,SENSORY NEURONS,R9BR,"array([4.44114911, 1.89980431])"
479,SEX-SPECIFIC,SENSORY NEURONS,PHDL,"array([4.34360888, 1.90999109])"
480,SEX-SPECIFIC,SENSORY NEURONS,PHDR,"array([4.34792744, 1.87490679])"
481,SEX-SPECIFIC,SENSORY NEURONS,HOA,"array([4.35187467, 1.89052454])"
482,SEX-SPECIFIC,SENSORY NEURONS,HOB,"array([4.35820713, 1.90024213])"
483,SEX-SPECIFIC,SENSORY NEURONS,PCAL,"array([4.34854429, 1.93904332])"
484,SEX-SPECIFIC,SENSORY NEURONS,PCAR,"array([4.33043075, 1.87581007])"
485,SEX-SPECIFIC,SENSORY NEURONS,PCBL,"array([4.33118549, 1.94030226])"
486,SEX-SPECIFIC,SENSORY NEURONS,PCBR,"array([4.33011746, 1.92492513])"
487,SEX-SPECIFIC,SENSORY NEURONS,PCCL,"array([4.29136614, 1.93017555])"
488,SEX-SPECIFIC,SENSORY NEURONS,PCCR,"array([4.29590832, 1.90752866])"
489,SEX-SPECIFIC,SENSORY NEURONS,SPCL,"array([4.31346894, 1.94725484])"
490,SEX-SPECIFIC,SENSORY NEURONS,SPCR,"array([4.31090857, 1.92209707])"
491,SEX-SPECIFIC,SENSORY NEURONS,SPDL,"array([4.4323251 , 1.88896812])"
492,SEX-SPECIFIC,SENSORY NEURONS,SPDR,"array([4.4245476 , 1.88060786])"
493,SEX-SPECIFIC,SENSORY NEURONS,SPVL,"array([4.43725803, 1.84727458])"
494,SEX-SPECIFIC,SENSORY NEURONS,SPVR,"array([4.41292703, 1.86004745])"
495,SEX-SPECIFIC,INTERNEURONS,PVV,"array([4.43826453, 1.87400251])"
496,SEX-SPECIFIC,INTERNEURONS,PVX,"array([4.42900092, 1.8328688 ])"
497,SEX-SPECIFIC,INTERNEURONS,PVY,"array([4.42552985, 1.85931916])"
498,SEX-SPECIFIC,INTERNEURONS,PVZ,"array([4.46367753, 1.87265194])"
499,SEX-SPECIFIC,INTERNEURONS,DVE,"array([4.34643956, 1.84971463])"
500,SEX-SPECIFIC,INTERNEURONS,DVF,"array([4.38213267, 1.85132221])"
501,SEX-SPECIFIC,INTERNEURONS,DX1,"array([4.28613673, 1.8818383 ])"
502,SEX-SPECIFIC,INTERNEURONS,DX2,"array([4.34484996, 1.96278447])"
503,SEX-SPECIFIC,INTERNEURONS,DX3,"array([4.30639616, 1.89150081])"
504,SEX-SPECIFIC,INTERNEURONS,EF1,"array([4.36602619, 1.84895784])"
505,SEX-SPECIFIC,INTERNEURONS,EF2,"array([4.38204751, 1.83894386])"
506,SEX-SPECIFIC,INTERNEURONS,EF3,"array([4.3733641 , 1.80904235])"
507,SEX-SPECIFIC,INTERNEURONS,PDC,"array([4.46409492, 1.94454903])"
508,SEX-SPECIFIC,INTERNEURONS,PGA,"array([4.38597674, 1.92468831])"
509,SEX-SPECIFIC,INTERNEURONS,CA01,"array([3.23831291, 1.3823693 ])"
510,SEX-SPECIFIC,INTERNEURONS,CA02,"array([4.24608287, 1.81107547])"
511,SEX-SPECIFIC,INTERNEURONS,CA03,"array([4.38264224, 1.79140172])"
512,SEX-SPECIFIC,INTERNEURONS,CA04,"array([4.37384158, 1.94671339])"
513,SEX-SPECIFIC,INTERNEURONS,CA05,"array([4.3775897 , 1.86674476])"
514,SEX-SPECIFIC,INTERNEURONS,CA06,"array([4.35001523, 1.92549535])"
515,SEX-SPECIFIC,INTERNEURONS,CA07,"array([4.33536476, 1.81812569])"
516,SEX-SPECIFIC,INTERNEURONS,CA08,"array([4.43712822, 1.81433047])"
517,SEX-SPECIFIC,INTERNEURONS,CA09,"array([4.31397031, 1.81762942])"
518,SEX-SPECIFIC,INTERNEURONS,CP01,"array([4.403746  , 1.96126712])"
519,SEX-SPECIFIC,INTERNEURONS,CP02,"array([4.37267068, 1.96633205])"
520,SEX-SPECIFIC,INTERNEURONS,CP03,"array([4.38843558, 1.96126796])"
521,SEX-SPECIFIC,INTERNEURONS,CP04,"array([4.41223222, 1.87470305])"
522,SEX-SPECIFIC,INTERNEURONS,CP05,"array([4.36276595, 1.88094416])"
523,SEX-SPECIFIC,INTERNEURONS,CP06,"array([4.33098784, 1.90441102])"
524,SEX-SPECIFIC,INTERNEURONS,CP07,"array([4.39905233, 1.87927751])"
525,SEX-SPECIFIC,INTERNEURONS,CP08,"array([4.40023185, 1.93234853])"
526,SEX-SPECIFIC,INTERNEURONS,CP09,"array([4.40057151, 1.91620791])"
527,SEX-SPECIFIC,MUSCLES,dglL1,"array([4.61866626, 1.97289196])"
528,SEX-SPECIFIC,MUSCLES,dglL2,"array([4.22500142, 1.78692834])"
529,SEX-SPECIFIC,MUSCLES,dglL3,"array([5.55987992, 1.95376813])"
530,SEX-SPECIFIC,MUSCLES,dglL4,"array([4.37185331, 2.09879219])"
531,SEX-SPECIFIC,MUSCLES,dglL5,"array([4.41005715, 2.15930063])"
532,SEX-SPECIFIC,MUSCLES,dglL6,"array([4.35858928, 2.06033014])"
533,SEX-SPECIFIC,MUSCLES,dglL7,"array([4.44970283, 2.04587647])"
534,SEX-SPECIFIC,MUSCLES,dglR1,"array([4.49506789, 1.93533558])"
535,SEX-SPECIFIC,MUSCLES,dglR2,"array([4.52307977, 1.97112851])"
536,SEX-SPECIFIC,MUSCLES,dglR3,"array([4.54995051, 1.91995469])"
537,SEX-SPECIFIC,MUSCLES,dglR4,"array([3.26206625, 1.97692852])"
538,SEX-SPECIFIC,MUSCLES,dglR5,"array([4.5160161 , 2.13557279])"
539,SEX-SPECIFIC,MUSCLES,dglR6,"array([4.48041447, 2.11572203])"
540,SEX-SPECIFIC,MUSCLES,dglR7,"array([4.55885876, 2.0667265 ])"
541,SEX-SPECIFIC,MUSCLES,dglR8,"array([4.38119817, 2.02789778])"
542,SEX-SPECIFIC,MUSCLES,aobL,"array([4.27257255, 1.97825303])"
543,SEX-SPECIFIC,MUSCLES,aobR,"array([4.23080406, 1.95037705])"
544,SEX-SPECIFIC,MUSCLES,pobL,"array([4.2917348 , 2.00017614])"
545,SEX-SPECIFIC,MUSCLES,pobR,"array([4.22099411, 1.92093295])"
546,SEX-SPECIFIC,MUSCLES,gecL,"array([4.27243467, 2.05331958])"
547,SEX-SPECIFIC,MUSCLES,gecR,"array([4.19171459, 1.93942622])"
548,SEX-SPECIFIC,MUSCLES,grtL,"array([4.31576648, 2.04260306])"
549,SEX-SPECIFIC,MUSCLES,grtR,"array([4.20792019, 1.97791015])"
550,SEX-SPECIFIC,MUSCLES,cdlL,"array([4.36931294, 1.99458257])"
551,SEX-SPECIFIC,MUSCLES,cdlR,"array([4.50578916, 2.01265934])"
552,SEX-SPECIFIC,MUSCLES,ailL,"array([4.437829  , 1.93928284])"
553,SEX-SPECIFIC,MUSCLES,ailR,"array([4.4479423 , 1.86125457])"
554,SEX-SPECIFIC,MUSCLES,pilL,"array([3.21850021, 1.59676622])"
555,SEX-SPECIFIC,MUSCLES,pilR,"array([3.22654103, 1.78949758])"
556,SEX-SPECIFIC,MUSCLES,polL,"array([4.422887  , 2.02330572])"
557,SEX-SPECIFIC,MUSCLES,polR,"array([4.49356747, 2.04090244])"
558,SEX-SPECIFIC,MUSCLES,dspL,"array([4.18740185, 2.0610671 ])"
559,SEX-SPECIFIC,MUSCLES,dspR,"array([4.16254741, 2.00756105])"
560,SEX-SPECIFIC,MUSCLES,vspL,"array([4.251275  , 1.91210273])"
561,SEX-SPECIFIC,MUSCLES,vspR,"array([4.23839629, 1.87609901])"
562,SEX-SPECIFIC,MUSCLES,dsrL,"array([4.61973321, 0.4865554 ])"
563,SEX-SPECIFIC,MUSCLES,dsrR,"array([3.32874725, 2.16575039])"
564,SEX-SPECIFIC,MUSCLES,vsrL,"array([5.33327227, 0.93599349])"
565,SEX-SPECIFIC,MUSCLES,vsrR,"array([5.54285158, 1.34854315])"
566,SEX-SPECIFIC,OTHER,gonad,"array([4.29374226, 1.85675327])"
567,SEX-SPECIFIC,OTHER,proctodeum,"array([4.14473072, 1.87793724])"
568,SEX-SPECIFIC,OTHER,R1shR,"array([4.60902673, 2.00481278])"
569,SEX-SPECIFIC,OTHER,R2shR,"array([4.57645855, 2.02460464])"
570,SEX-SPECIFIC,OTHER,R3shL,"array([4.30476544, 2.10024866])"
571,SEX-SPECIFIC,OTHER,R5shL,"array([4.39985609, 2.08508357])"
572,SEX-SPECIFIC,OTHER,R7shL,"array([4.43172632, 2.1034056 ])"
573,SEX-SPECIFIC,OTHER,R7shR,"array([4.5125514 , 2.08142267])"
574,SEX-SPECIFIC,OTHER,R9shL,"array([4.19910993, 1.85404622])"
